number,editorial_year,publication_date,summary,url,text_file
78,Ano 6,Mai. / 1999,"Esta edição traz uma exploração histórica e conceitual sobre os quadrados mágicos, rastreando sua origem na antiguidade (lo-shu) e sua evolução através de figuras como Cornélius Agripa. O número detalha a natureza matemática dos arranjos, definindo o que constitui um quadrado mágico e apresentando exemplos de construção para ordens específicas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim078.pdf,Folhetim078.txt
79,Ano 6,jun. / 1999,"Esta edição traz uma análise aprofundada sobre o quadrado mágico, explorando suas virtudes históricas e matemáticas desde a antiguidade até a época contemporânea. O número examina a origem do conceito e sua relação com a história da matemática, citando referências como Lancelot Hogbeen e o primeiro quadrado mágico da história.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim079.pdf,Folhetim079.txt
80,Ano 6,jul. / 1999,"Esta edição explora o objeto da Álgebra, definindo-a como o estudo das estruturas algébricas (como grupo e anel). O texto revisita a história da Álgebra Clássica e o Teorema Fundamental da Álgebra de Gauss, focando na evolução conceitual do ramo matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim080.pdf,Folhetim080.txt
81,Ano 7,ago. / 1999,"Esta edição traz uma exploração do conceito de função característica como ponte entre Teoria dos Conjuntos e Lógica das Proposições. Este número examina a aplicação da função característica para demonstrar que todo conjunto finito contém duas partes, ilustrando o papel fundamental deste conceito na matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim081.pdf,Folhetim081.txt
82,Ano 7,set. / 1999,"Esta edição aborda o método da demonstração por redução ao absurdo, um conceito fundamental na matemática. Este número explora a questão da compreensão das demonstrações e a relação com os conceitos de número, buscando construir a Matemática por meio de construções graduais.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim082.pdf,Folhetim082.txt
83,Ano 7,Out. / 1999,"Esta edição traz uma homenagem ao professor Elon Lages Lima, destacando sua forma didática e comunicativa na apresentação de ideias importantes sobre o ensino de Matemática. O texto discute as restrições e obstáculos enfrentados pelos professores no processo de adequação do ensino da Matemática ao momento presente.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim083.pdf,Folhetim083.txt
84,Ano 7,Nov. / 1999,"Esta edição aborda o método da 'Falsa Posição' como forma de resolver equações do primeiro grau, destacando a proporcionalidade e a semelhança como ideias fundamentais da Matemática. O texto explora a conexão entre proporção, Aritmética e a Geometria Euclidiana no contexto da resolução de problemas matemáticos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim084.pdf,Folhetim084.txt
85,Ano 7,dez. / 1999,"Esta edição traz uma exploração sobre a natureza dos intervalos encaixantes e as sequências adjacentes, demonstrando como as potências de 107 seguem leis de crescimento específicas. O texto aborda a relação entre aproximações por falta e excesso, estabelecendo propriedades de crescimento para essas sequências.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim085.pdf,Folhetim085.txt
86,Ano 7,Jan. / 2000,"Esta edição traz uma reflexão sobre o ensino da Matemática, focando na experiência de concursos públicos e a necessidade de pragmatismo na formação docente. Este número explora as questões pedagógicas e filosóficas subjacentes ao estudo da Matemática, buscando conectar a teoria com a prática da formação de professores.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim086.pdf,Folhetim086.txt
87,Ano 7,Fev. / 2000,"Esta edição aborda o fracasso do movimento da Matemática Moderna e a necessidade de uma reorganização pedagógica no ensino. Este número explora as questões históricas sobre a formação dos professores e a importância de adotar modelos matemáticos adequados para a compreensão da natureza, em contraste com a abordagem da Matemática Moderna.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim087.pdf,Folhetim087.txt
88,Ano 7,Mar. / 2000,"Esta edição aborda a história e as dificuldades na resolução dos problemas clássicos da geometria, como a duplicação do cubo, a trissecção do ângulo e a quadratura do círculo. Este volume examina as restrições históricas impostas aos matemáticos antigos e a evolução da compreensão sobre construções geométricas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim088.pdf,Folhetim088.txt
89,Ano 7,Abr. / 2000,"Esta edição traz informações complementares sobre os três problemas clássicos da matemática, remetendo ao teorema de Fermat e à pesquisa por ângulos divisíveis com régua e compasso. Examina a visão de Kronecker sobre o domínio natural como base sólida para a Matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim089.pdf,Folhetim089.txt
90,Ano 7,Mai. / 2000,"Esta edição aborda a história e o desenvolvimento da equação do 2º grau, destacando suas raízes na matemática babilônica e grega, e a evolução do conhecimento algébrico. Este número explora como o ensino das equações quadráticas pode enriquecer a compreensão dos alunos ao contextualizar historicamente os conceitos matemáticos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim090.pdf,Folhetim090.txt
91,Ano 7,jun. / 2000,"Esta edição explora a relação entre o número áureo e as equações do segundo grau, relacionando-as com o método geométrico para encontrar as raízes complexas conjugadas. O texto também detalha uma aplicação da equação do segundo grau na divisão em média e extrema razão, culminando na construção geométrica do segmento áureo.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim091.pdf,Folhetim091.txt
92,Ano 7,Jul. / 2000,"Esta edição explora a eficácia da matemática como instrumento indispensável para a compreensão dos fenômenos do mundo. O artigo discute como a Matemática, exemplificada pelo Cálculo Diferencial e Integral, demonstra as inesgotáveis potencialidades da criação humana, sendo útil para as práticas escolares.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim092.pdf,Folhetim092.txt
93,Ano 8,ago. / 2000,"Esta edição traz uma resposta do professor Carloman Borges à indagação sobre o Último Teorema de Fermat, buscando contribuir para o entendimento dessa joia da Matemática. O texto aborda a história e o contexto matemático relacionado ao teorema.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim093.pdf,Folhetim093.txt
94,Ano 8,set. / 2000,"Esta edição aborda a continuação da explanação sobre o Último Teorema de Fermat, introduzindo o conceito de curvas elípticas e movimentos rígidos. O texto também traça a trajetória de Andrew Wiles na busca pela prova da conjectura de Taniyama-Shimura, destacando sua dedicação intelectual.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim094.pdf,Folhetim094.txt
95,Ano 8,out. / 2000,"Esta edição aborda a necessidade de demonstração formal na matemática e os métodos utilizados para validar resultados. Este número explora como ensinar a demonstrar, focando nos desafios dos alunos em relação à insegurança nas demonstrações matemáticas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim095.pdf,Folhetim095.txt
96,Ano 8,nov. / 2000,"Esta edição traz métodos dedutivos para a demonstração em matemática, incluindo a Descida Infinita e o Método de Demonstração por Recorrência ou Indução Matemática. Este número explora também a Demonstração por Absurdo e a aplicação da indução, mostrando que nem sempre proposições com variáveis inteiras podem ser demonstradas por este método.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim096.pdf,Folhetim096.txt
97,Ano 8,dez. / 2000,"Esta edição explora o 'Método de Exaustão' como um método de demonstração em matemática, remontando ao matemático grego Eudoxo. O texto detalha os pré-requisitos e a lógica por trás da demonstração, incluindo conceitos de condição suficiente e necessária.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim097.pdf,Folhetim097.txt
98,Ano 8,Jan. / 2001,"Esta edição aborda métodos de demonstração em matemática, como Exaustão e Indução Finita, discutindo a construção de proposições e a relação entre experiência imediata e abstrações conceituais na formação do aluno.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim098.pdf,Folhetim098.txt
99,Ano 8,Fev. / 2001,"Esta edição traz uma discussão sobre o fascínio pelo Triângulo de Pascal e sua relação com a análise combinatória, além de abordar os abusos de linguagem na matemática. O texto explora o conceito de combinação e a formação do Triângulo de Pascal, fornecendo um contexto histórico e conceitual para a curiosidade intelectual em relação à Matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim099.pdf,Folhetim099.txt
100,Ano 8,Mar. / 2001,"Esta edição aborda a diversidade de temas matemáticos, incluindo Teoria dos números, álgebra, combinatória, geometria e história da filosofia matemática. Este volume examina a publicação de curiosidades históricas relacionadas ao número cem e destaca o trabalho do NEMOC no campo da Educação Matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim100.pdf,Folhetim100.txt
101,Ano 8,Abr. / 2001,"Esta edição traz uma compilação de perguntas e respostas anteriores, incluindo questões sobre a história da matemática, conceitos como o número zero, Topologia e a demonstração matemática, visando estimular a curiosidade intelectual dos leitores.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim101.pdf,Folhetim101.txt
102,Ano 8,Mai. - Jun. / 2001,"Esta edição aborda conceitos avançados de geometria, focando na topologia e na geometria projetiva e afim. Explora invariantes geométricos, como a razão anarmônica e as propriedades das transformações contínuas, estabelecendo uma ponte entre diferentes ramos da matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim102.pdf,Folhetim102.txt
103,Ano 9,Jul. - Ago. / 2001,"Esta edição traz uma discussão sobre o duplo caráter de transformação e invariância no conceito de grupo, explorando como isso se relaciona com a construtividade matemática. Este número explora as investigações filosóficas e matemáticas que levam à definição de grupos, abordando conceitos como similitudes e geometria afim.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim103.pdf,Folhetim103.txt
104,Ano 9,Set. - Out. / 2001,"Esta edição traz a sequência do tema sobre o significado de paradoxo, apresentando propriedades dos transfinitos para embasar questões ligadas a paradoxos matemáticos. Este volume examina as antinomias e o problema da consistência da axiomática, citando Poincaré.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim104.pdf,Folhetim104.txt
105,Ano 9,Nov. - Dez. / 2002,"Esta edição aborda o debate histórico e pedagógico sobre o ensino da Geometria, contrastando as tendências entre a geometria sintética axiomática e as transformações geométricas. Este número explora as dificuldades na compreensão geométrica dos alunos e a influência das bases psicológicas na educação matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim105.pdf,Folhetim105.txt
106,Ano 9,Jan. - Fev. / 2002,"Esta edição aborda a retomada da questão do ensino da Geometria, destacando pesquisas recentes de van Hiele e o confronto entre as ideias de Piaget e Freudental. Este número explora a tensão entre concepções sobre a naturalidade das estruturas matemáticas e a abordagem pedagógica, mencionando debates históricos e a formação do educador.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim106.pdf,Folhetim106.txt
107,Ano 9,Mar. / Abr. / 2002,"Esta edição traz reflexões sobre o ensino da geometria, focando na intuição e no rigor matemático. Este volume examina a postura de Euclides e o método axiomático, destacando como as demonstrações se fundamentam na intuição sensível e nas figuras. A presente edição analisa a relação entre a intuição e o rigor no processo de ensino da geometria.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim107.pdf,Folhetim107.txt
108,Ano 9,Mai. / Jun. / 2002,"Esta edição traz uma reflexão histórica sobre o cálculo, rastreando suas origens na Grécia Antiga com Eudoxoe Arquimedes e o Método de Exaustão. O texto explora a evolução da ideia de incremento infinitesimal e a relação entre os fluxos e os incrementos, abordando as bases conceituais do cálculo.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim108.pdf,Folhetim108.txt
109,Ano 9,Jul. - Ago. / 2002,"Esta edição aborda o avanço na formalização do cálculo, focando nos 'infinitamente pequenos' da Análise Não Standard e a visão de Karl Marx em um campo não socialista. O texto explora a origem do cálculo através dos procedimentos de D'Alembert e Euler, discutindo a divisão por zero.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim109.pdf,Folhetim109.txt
110,Ano 10,Set. - Out. / 2002,"Esta edição aborda o uso da expressão 'se, e somente se' em enunciados bicondicionais e a necessidade de esclarecer definições matemáticas. Este número explora como conceitos elementares da Matemática, como a definição por recorrência, são fundamentados nas relações entre os elementos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim110.pdf,Folhetim110.txt
111,Ano 10,Nov. - Dez. / 2002,"Esta edição traz uma reflexão sobre a necessidade de abordar conceitos elementares da Matemática que geram dúvidas no alunado, focando na falta de unidade metodológica no ensino. Este número explora a dificuldade em definir conceitos como função proposicional e a ausência de domínio e imagem, destacando o desafio pedagógico do ensino matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim111.pdf,Folhetim111.txt
112,Ano 10,Jan. - Fev. / 2003,"Este número explora a necessidade de ir além dos exercícios mecânicos ao tratar conceitos como o limite e os homomorfismos. A presente edição analisa como o conhecimento matemático pode ser transferido entre diferentes espaços cognitivos, sugerindo um isomorfismo entre o mundo absoluto e o fenomenológico.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim112.pdf,Folhetim112.txt
113,Ano 10,Mar. - Abr. / 2003,"Esta edição traz um artigo de Irineu Bicudo sobre o tema ""O nome Matemática!"", destacando a erudição do autor. Este número explora a reflexão filosófica sobre o significado e a natureza dos nomes, utilizando referências clássicas da literatura e filosofia para estimular a curiosidade intelectual.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim113.pdf,Folhetim113.txt
114,Ano 10,Mai. - Jun. / 2003,"Esta edição aborda questões elementares da matemática, como o conceito de limite de uma sequência, sistemas não arquimedianos e a congruência módulo m. Este volume examina também o uso histórico do gnomo na matemática, buscando estimular a curiosidade intelectual dos leitores.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim114.pdf,Folhetim114.txt
115,Ano 10,Jul. - Ago. / 2003,"Esta edição traz o artigo de Aron Simis, que discute a gênese e história da matemática e seu papel na formação do aluno e profissional da área. O texto explora como o conhecimento de períodos anteriores pode influenciar criticamente a formação, abordando a questão da abordagem genética no ensino matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim115.pdf,Folhetim115.txt
116,Ano 10,Set. - Out. / 2003,"Esta edição traz uma pesquisa de satisfação sobre a publicação, indicando que o conteúdo e a profundidade foram avaliados positivamente pelos leitores. O foco pedagógico reside na divulgação de aspectos filosóficos e históricos da Matemática, buscando estimular a curiosidade intelectual dos interessados.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim116.pdf,Folhetim116.txt
117,Ano 10,Nov. - Dez. / 2003,"Esta edição aborda a relação entre propriedades geométricas e expressões algébricas de curvas, explorando as podárias da parábola e sua suarelação com a cissóide reta. Este número investiga equações algébricas relacionadas ao vértice e à suarelação, utilizando recursos computacionais para visualização dinâmica.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim117.pdf,Folhetim117.txt
118,Ano 10,Jan. - Fev. / 2004,"Esta edição traz uma investigação geométrica sobre as podárias da parábola em relação a um ponto na diretriz, estabelecendo relações entre cissóides e estrofóides. O texto explora como a posição da diretriz (tangente, secante ou não) afeta o tipo de cissóide resultante, introduzindo conceitos de pontos acnodal, cronodal e cuspidal.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim118.pdf,Folhetim118.txt
119,Ano 10,Mar. - Abr. / 2004,"Esta edição traz uma introdução ao emprego de programas computacionais, como Winplot e Cabri-Géomêtre II, para explorar as características das curvas. Este número explora a apresentação das equações generalizadas das podárias e o tratamento geométrico dessas curvas via tecnologias computacionais.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim119.pdf,Folhetim119.txt
120,Ano 10,Mai. - Jun. / 2004,"Esta edição explora o tratamento geométrico das curvas podárias da parábola através de tecnologias computacionais. A presente edição analisa como a manipulação de parâmetros e a utilização de equações paramétricas permitem visualizar e entender as propriedades dessas formas, buscando uma ponte entre o estudo matemático e a visualização gráfica.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim120.pdf,Folhetim120.txt
121,Ano 10,Jul. - Ago. / 2004,"Esta edição aborda o uso de ferramentas modernas, como programas de computador, para auxiliar estudantes e educadores no trato com curvas planas e suas propriedades de maneira motivadora. Este número explora a aplicação de geometria dinâmica, como o Cabri-Géometre, para visualizar objetos geométricos abstratos e promover a manipulação dos conceitos matemáticos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim121.pdf,Folhetim121.txt
122,Ano 11,Set. - Out. / 2004,"Esta edição aborda a distinção entre o que é um problema matemático e a resolução de problemas no ensino-aprendizagem. Este número explora como a reflexão do aluno é substituída pelos automatismos na resolução de exercícios, focando na importância de identificar o cerne da questão matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim122.pdf,Folhetim122.txt
123,Ano 11,Nov. - Dez. / 2004,"Esta edição aborda a importância do emprego da língua materna com correção e clareza no ensino da matemática, enfatizando que a ação manual deve preceder a representação simbólica. Este número explora a relação entre a idade da leitura e a idade do cálculo, discutindo como o ensino de matemática deve ser um convite à manipulação e à linguagem.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim123.pdf,Folhetim123.txt
124,Ano 11,Jan. - Fev. / 2005,"Esta edição traz uma reflexão sobre os movimentos básicos do pensamento, como análise, síntese, abstração e generalização, aplicados ao ensino da matemática. Este volume examina a evolução histórica dos conceitos matemáticos e suas teorias, como as séries infinitas e a teoria dos números reais, destacando o desenvolvimento histórico desses conceitos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim124.pdf,Folhetim124.txt
125,Ano 11,Mar. - Abr. / 2005,"Esta edição aborda a necessidade de compreender os conceitos 'escondidos' por trás da simbologia matemática, enfatizando que a matemática é um conjunto de ideias e não apenas símbolos. Explora a generalização como processo fundamental na compreensão da fecundidade da matemática e a relação entre conceitos teóricos e ordinários.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim125.pdf,Folhetim125.txt
126,Ano 11,Mai. - Jun. / 2005,"Esta edição aborda a distinção entre significado e significante na matemática, criticando o ensino focado apenas nos significantes. Explora como a abordagem pedagógica deve considerar os significados conceituais, citando exemplos de dificuldades no ensino de conceitos avançados como logaritmos e a natureza da exatidão matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim126.pdf,Folhetim126.txt
127,Ano 11,Jul. -  Ago. / 2005,"Esta edição aborda a reflexão crítica sobre o ensino da Matemática, questionando a forma como os professores conduzem o ensino de forma 'acrítica e formal'. Este número explora a natureza das definições matemáticas e a necessidade de abstração para tornar conceitos acessíveis aos alunos através de experiências concretas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim127.pdf,Folhetim127.txt
128,Ano 12,Set. - Out. / 2005,"Esta edição aborda o raciocínio analítico e o raciocínio intuitivo como fundamentos essenciais no ensino da matemática, explorando seus empregos no ensino fundamental e médio. Este número explora a distinção entre raciocínio estruturado (analítico) e o entendimento intuitivo, buscando um campo adequado para o desenvolvimento de ambas as formas de raciocínio.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim128.pdf,Folhetim128.txt
129,Ano 12,Nov. - Dez. / 2005,"Esta edição aborda o uso da metáfora como ferramenta na educação matemática, explorando sua função como ponte entre conceitos e contextos diferentes. O texto discute a metáfora como um ligamento entre ideias, citando exemplos filosóficos e matemáticos para ilustrar essa relação.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim129.pdf,Folhetim129.txt
130,Ano 12,Jan. - Fev. / 2006,"Esta edição aborda a importância histórica e pedagógica dos Elementos de Euclides, focando na transição do ensino da geometria euclidiana para métodos axiomáticos. Este volume examina como a introdução prematura da axiomática no ensino pode gerar prejuízos, destacando a necessidade de uma análise crítica que incorpore metodologia, filosofia e história.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim130.pdf,Folhetim130.txt
131,Ano 12,Mar. - Abr. / 2006,"Esta edição explora a aproximação entre teoria e prática da Matemática, focando em conceitos como ordem, caos e complexidade. O número aborda a origem do conceito de número complexo e a definição algorítmica de complexidade, relacionando-os com números aleatórios e programas computacionais.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim131.pdf,Folhetim131.txt
132,Ano 12,Mai. - Jun. / 2006,"Esta edição aborda a discussão sobre Ordem, Complexidade e Caos, buscando apresentar conceitos matemáticos em linguagem intuitiva. Este número explora a definição algorítmica de complexidade de um número e a relação entre sistemas deterministas e a geração de novidade, citando Edgar Morin.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim132.pdf,Folhetim132.txt
133,Ano 12,Jul. - Ago. / 2006,"Esta edição aborda conceitos conceituais como Ordem e Complexidade, explorando a relação entre partes e o todo em sistemas matemáticos. Este número explora a passagem da incerteza à quase certeza através da análise de longas séries de acontecimentos, como no estudo do acaso.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim133.pdf,Folhetim133.txt
134,Ano 13,Set. - Out. / 2006,"Esta edição traz uma exploração abrangente sobre os fractais, abordando sua relação com outros conceitos como a teoria do caos. Este número examina as diversas aplicações dos fractais em áreas como sistemas dinâmicos, computação gráfica, natureza e medicina.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim134.pdf,Folhetim134.txt
135,Ano 13,Nov. - Dez / 2006,"Esta edição aborda a importância do advento dos computadores para concretizar em imagens conceitos matemáticos abstratos, como os fractais. Este número explora a evolução da compreensão matemática ao introduzir o conceito de dimensão fractal e sua relação com objetos da natureza, além de discutir a aplicação de estruturas não euclidianas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim135.pdf,Folhetim135.txt
136,Ano 13,Jan. - Fev. / 2007,"Esta edição aborda o conceito de Geometria Fractal em contraste com a Geometria Euclidiana, focando no cálculo da dimensão fractal de objetos e como essa dimensão leva em conta características como aspereza e textura.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim136.pdf,Folhetim136.txt
137,Ano 13,Mar. - Abr. / 2007,"Esta edição traz uma análise da Geometria Fractal, focando na Curva de Koch e a questão da dimensão fractal. Este número explora como as iterações geram infinitas possibilidades, abordando o encontro do infinito potencial com o infinito atual no contexto geométrico.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim137.pdf,Folhetim137.txt
138,Ano 13,Mai. - Jun. / 2007,"Esta edição traz uma exploração detalhada do cálculo do comprimento da Curva Floco de Neve, demonstrando que a curva possui comprimento infinito apesar de ter uma superfície finita. Este volume examina como as propriedades dos objetos fractais, inspiradas na Curva de Koch e nas ideias de Poincaré e Hermita, desafiam a noção tradicional de dimensão e subdivisão geométrica.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim138.pdf,Folhetim138.txt
139,Ano 13,Jul. - Ago. / 2007,"Esta edição traz esclarecimentos conceituais sobre o Sistema Dinâmico, apresentando exemplos de atrator e discutindo o caos determinístico e o conceito de acaso. O número explora a relação entre sistemas dinâmicos, como o pêndulo simples, e a teoria da probabilidade.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim139.pdf,Folhetim139.txt
140,Ano 13,Set. - Out. / 2007,"Esta edição explora a dependência das condições iniciais em modelos matemáticos para previsões futuras, utilizando as equações de Lorenz como exemplo na meteorologia. O texto discute a não linearidade dos fenômenos naturais e a impossibilidade de modelar o futuro a longo prazo, introduzindo conceitos relacionados ao caos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim140.pdf,Folhetim140.txt
141,Ano 14,Nov. - Dez / 2007,"Esta edição explora a relação entre caos e fractais, utilizando conceitos de sistemas dinâmicos como atratores e acaso. A análise se concentra em como a simplicidade matemática pode gerar complexidade, exemplificada pelo Conjunto de Mandelbrot, destacando a coexistência da complexidade com a simplicidade na natureza.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim141.pdf,Folhetim141.txt
142,Ano 14,Jan. - Fev. / 2008,"Esta edição aborda a questão da verdade absoluta na matemática e sua relação com fractais, explorando como a geometria não euclidiana e as estruturas fractais sugerem uma visão de 'todo' contido em suas partes. Este número examina a persistência do conceito de verdades absolutas na matemática e introduz a ideia de estruturas fractais como análogas às transições de fase.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim142.pdf,Folhetim142.txt
143,Ano 14,Mar. - Abr. / 2008,"Esta edição explora a conexão entre o ensino, a filosofia e a história da matemática, utilizando o Teorema de Pitágoras como ponto de partida metodológico. A presente edição analisa a necessidade de distinguir o essencial do superficial no ensino matemático, focando na importância de insistir nas ideias matemáticas em vez de apenas nos símbolos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim143.pdf,Folhetim143.txt
144,Ano 14,Mai. - Jun. / 2008,"Esta edição aborda a investigação dos conceitos básicos da Matemática, como semelhança e o Teorema de Pitágoras, buscando sua razão de ser. Este número explora a aplicação das classes de equivalência para definir por abstração novos conceitos geométricos, ilustrando como a equivalência permite a formação de conjuntos infinitos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim144.pdf,Folhetim144.txt
145,Ano 14,Jul. - Ago. / 2008,"Esta edição traz uma discussão sobre os conceitos de Forma e Fórmula, focando na Análise Dimensional como instrumento metodológico no ensino da Matemática e Física. O texto explora a contextualização do ensino através da relação entre as áreas, inspiradas pela história das teorias matemáticas.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim145.pdf,Folhetim145.txt
146,Ano 14,Set. - Out. / 2008,"Esta edição aborda questões introdutórias sobre estruturas matemáticas, como definições de Grupos e a aproximação à Teoria de Galois, além de discutir o conceito de Simetria. O texto também demonstra o Teorema de Pitágoras utilizando a Análise Dimensional e introduz conceitos de monóides e grupos através dos axiomas associativos, existência do elemento neutro e simétrico.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim146.pdf,Folhetim146.txt
147,Ano 14,Nov. - Dez. / 2008,"Esta edição aborda as definições de estruturas algébricas como monóide, semi-grupo e grupo. Este número explora a construção conceitual dos conceitos de demonóide e grupo a partir de um conceito mais simples, demonstrando a herança de propriedades entre eles. Este volume examina a importância do conceito de grupo para a Teoria de Galois.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim147.pdf,Folhetim147.txt
148,Ano 14,Jan. - Fev. / 2009,"Esta edição aborda a contestação de resultados matemáticos e o debate sobre a transcendência dos números, focando na natureza dos limites e nos métodos de prova matemática. Este volume examina a importância da lógica axiomática e a necessidade de questionar resultados estabelecidos, incentivando uma reflexão profunda sobre os fundamentos da Matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim148.pdf,Folhetim148.txt
149,Ano 15,Mar. - Abr. / 2009,"Esta edição explora as ligações entre grupos, simetria e equações algébricas de grau superior. A presente edição analisa como conceitos simples de grupos permitem a compreensão de fenômenos físicos e a resolução de problemas complexos da álgebra, como a redução de equações do terceiro grau para o segundo grau.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim149.pdf,Folhetim149.txt
150,Ano 15,Mai. - Jun. / 2009,"Esta edição explora os fundamentos da teoria dos morfismos, como automorfismo e isomorfismo, aplicando-os a conceitos de álgebra e geometria. O texto detalha as relações entre magmas, monoides e suas transformações, introduzindo ideias sobre simetria, rotação e reflexão no contexto matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim150.pdf,Folhetim150.txt
151,Ano 15,Jul. - Ago. / 2009,"Esta edição traz uma homenagem aos oitenta anos do matemático Elon Lages, destacando sua dedicação à divulgação científica e ao ensino da Matemática em diversos níveis. O texto explora a necessidade de competência para simplificar conceitos matemáticos, estabelecendo uma relação essencial entre o leitor e o escritor através do estilo convidativo e a paixão pelo tema.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim151.pdf,Folhetim151.txt
152,Ano 16,Set. - Out. / 2009,"Esta edição explora a relevância da simetria na percepção, ligando-a à Teoria dos Grupos e ao desenvolvimento das equações algébricas. A presente edição analisa como conceitos matemáticos, como a simetria bilateral, se manifestam nas regras fundamentais da matemática, sugerindo que a Matemática é a ciência do infinito.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim152.pdf,Folhetim152.txt
